Timesteps, Cutstate
218, 19654
219, 19651
220, 19648
221, 19645
222, 19642
223, 19639
224, 19636
225, 19633
226, 19630
227, 19627
228, 19624
229, 19621
230, 19618
231, 19615
232, 19612
233, 19609
234, 19606
235, 19603
236, 19600
237, 19597
238, 19594
239, 19591
240, 19588
241, 19585
242, 19582
243, 19579
244, 19576
245, 19573
246, 19570
247, 19567
248, 19564
249, 19561
250, 19558
251, 19555
252, 19552
253, 19549
254, 19546
255, 19543
256, 19540
257, 19537
258, 19534
259, 19531
260, 19528
261, 19525
262, 19522
263, 19519
264, 19516
265, 19513
266, 19510
267, 19507
268, 19504
269, 19500
270, 19497
271, 19494
272, 19491
273, 19488
274, 19485
275, 19482
276, 19479
277, 19476
278, 19473
279, 19470
280, 19467
281, 19464
282, 19461
283, 19458
284, 19455
285, 19452
286, 19449
287, 19446
288, 19443
289, 19440
290, 19437
291, 19434
292, 19431
293, 19428
294, 19425
295, 19422
296, 19419
297, 19416
298, 19413
299, 19410
300, 19407
301, 19404
302, 19401
303, 19398
304, 19395
305, 19392
306, 19389
307, 19386
308, 19383
309, 19380
310, 19377
311, 19374
312, 19371
313, 19368
314, 19365
315, 19362
316, 19359
317, 19356
318, 19353
319, 19350
320, 19347
321, 19344
322, 19341
323, 19338
324, 19335
325, 19332
326, 19329
327, 19326
328, 19323
329, 19320
330, 19317
331, 19314
332, 19311
333, 19308
334, 19305
335, 19302
336, 19299
337, 19296
338, 19293
339, 19290
340, 19287
341, 19284
342, 19281
343, 19278
344, 19275
345, 19272
346, 19269
347, 19266
348, 19263
349, 19260
350, 19257
351, 19254
352, 19251
353, 19248
354, 19245
355, 19242
356, 19239
357, 19236
358, 19233
359, 19228
360, 19225
361, 19222
362, 19219
363, 19216
364, 19213
365, 19210
366, 19207
367, 19204
368, 19201
369, 19198
370, 19195
371, 19192
372, 19189
373, 19186
374, 19183
375, 19180
376, 19177
377, 19174
378, 19171
379, 19168
380, 19165
381, 19162
382, 19159
383, 19156
384, 19153
385, 19150
386, 19147
387, 19144
388, 19141
389, 19138
390, 19135
391, 19132
392, 19129
393, 19126
394, 19123
395, 19120
396, 19117
397, 19114
398, 19111
399, 19108
400, 19105
401, 19102
402, 19099
403, 19096
404, 19093
405, 19090
406, 19087
407, 19084
408, 19081
409, 19078
410, 19075
411, 19072
412, 19069
413, 19066
414, 19063
415, 19060
416, 19057
417, 19054
418, 19051
419, 19048
420, 19045
421, 19042
422, 19039
423, 19036
424, 19033
425, 19030
426, 19027
427, 19024
428, 19021
429, 19018
430, 19015
431, 19012
432, 19009
433, 19006
434, 19003
435, 19000
436, 18997
437, 18994
438, 18991
439, 18988
440, 18985
441, 18982
442, 18979
443, 18976
444, 18973
445, 18970
446, 18967
447, 18964
448, 18961
449, 18958
450, 18955
451, 18952
452, 18949
453, 18946
454, 18943
455, 18940
456, 18937
457, 18933
458, 18930
459, 18928
460, 18925
461, 18923
462, 18921
463, 18918
464, 18916
465, 18914
466, 18912
467, 18909
468, 18907
469, 18904
470, 18902
471, 18900
472, 18898
473, 18895
474, 18893
475, 18891
476, 18889
477, 18887
478, 18885
479, 18882
480, 18880
481, 18878
482, 18876
483, 18874
484, 18871
485, 18869
486, 18867
487, 18865
488, 18863
489, 18861
490, 18859
491, 18857
492, 18855
493, 18853
494, 18851
495, 18847
496, 18845
497, 18840
498, 18837
499, 18836
500, 18835
501, 18834
502, 18833
503, 18833
504, 18832
505, 18830
506, 18825
507, 18822
508, 18820
509, 18815
510, 18813
511, 18809
512, 18807
513, 18805
514, 18802
515, 18800
516, 18797
517, 18795
518, 18793
519, 18791
520, 18789
521, 18787
522, 18785
523, 18782
524, 18779
525, 18777
526, 18774
527, 18771
528, 18769
529, 18767
530, 18765
531, 18763
532, 18761
533, 18759
534, 18757
535, 18754
536, 18751
537, 18748
538, 18745
539, 18740
540, 18738
541, 18736
542, 18734
543, 18731
544, 18729
545, 18726
546, 18724
547, 18722
548, 18720
549, 18718
550, 18715
551, 18713
552, 18710
553, 18708
554, 18706
555, 18704
556, 18702
557, 18700
558, 18698
559, 18696
560, 18694
561, 18692
562, 18690
563, 18688
564, 18686
565, 18684
566, 18682
567, 18680
568, 18678
569, 18676
570, 18674
571, 18672
572, 18670
573, 18668
574, 18666
575, 18664
576, 18662
577, 18660
578, 18658
579, 18656
580, 18654
581, 18652
582, 18650
583, 18648
584, 18646
585, 18644
586, 18642
587, 18640
588, 18638
589, 18636
590, 18634
591, 18632
592, 18630
593, 18628
594, 18626
595, 18624
596, 18621
597, 18619
598, 18617
599, 18614
600, 18612
601, 18610
602, 18608
603, 18606
604, 18604
605, 18602
606, 18600
607, 18597
608, 18595
609, 18593
610, 18591
611, 18589
612, 18587
613, 18585
614, 18583
615, 18581
616, 18579
617, 18577
618, 18575
619, 18573
620, 18571
621, 18569
622, 18567
623, 18565
624, 18563
625, 18561
626, 18559
627, 18557
628, 18555
629, 18553
630, 18551
631, 18549
632, 18547
633, 18545
634, 18542
635, 18540
636, 18538
637, 18536
638, 18534
639, 18532
640, 18530
641, 18528
642, 18526
643, 18524
644, 18522
645, 18520
646, 18518
647, 18516
648, 18514
649, 18512
650, 18510
651, 18508
652, 18506
653, 18504
654, 18502
655, 18500
656, 18498
657, 18496
658, 18493
659, 18491
660, 18489
661, 18487
662, 18485
663, 18483
664, 18481
665, 18478
666, 18476
667, 18474
668, 18472
669, 18470
670, 18468
671, 18466
672, 18464
673, 18462
674, 18460
675, 18458
676, 18456
677, 18454
678, 18451
679, 18449
680, 18447
681, 18445
682, 18443
683, 18441
684, 18439
685, 18437
686, 18435
687, 18433
688, 18431
689, 18429
690, 18427
691, 18425
692, 18423
693, 18421
694, 18419
695, 18417
696, 18415
697, 18413
698, 18411
699, 18409
700, 18407
701, 18405
702, 18403
703, 18401
704, 18399
705, 18397
706, 18395
707, 18393
708, 18391
709, 18389
710, 18387
711, 18385
712, 18383
713, 18381
714, 18379
715, 18377
716, 18375
717, 18373
718, 18371
719, 18369
720, 18367
721, 18365
722, 18363
723, 18361
724, 18357
725, 18355
726, 18353
727, 18351
728, 18349
729, 18347
730, 18345
731, 18343
732, 18341
733, 18339
734, 18337
735, 18335
736, 18333
737, 18331
738, 18329
739, 18327
740, 18324
741, 18322
742, 18319
743, 18317
744, 18315
745, 18313
746, 18311
747, 18309
748, 18307
749, 18305
750, 18303
751, 18301
752, 18299
753, 18297
754, 18295
755, 18293
756, 18291
757, 18289
758, 18287
759, 18285
760, 18283
761, 18281
762, 18279
763, 18277
764, 18275
765, 18273
766, 18271
767, 18269
768, 18267
769, 18265
770, 18263
771, 18261
772, 18259
773, 18257
774, 18255
775, 18252
776, 18250
777, 18248
778, 18246
779, 18244
780, 18242
781, 18240
782, 18238
783, 18236
784, 18234
785, 18232
786, 18230
787, 18228
788, 18226
789, 18223
790, 18221
791, 18219
792, 18217
793, 18215
794, 18213
795, 18210
796, 18208
797, 18206
798, 18204
799, 18202
800, 18200
801, 18198
802, 18196
803, 18194
804, 18192
805, 18190
806, 18188
807, 18186
808, 18184
809, 18182
810, 18180
811, 18178
812, 18176
813, 18174
814, 18172
815, 18170
816, 18168
817, 18166
818, 18164
819, 18162
820, 18160
821, 18157
822, 18155
823, 18152
824, 18150
825, 18148
826, 18146
827, 18144
828, 18142
829, 18140
830, 18138
831, 18136
832, 18134
833, 18132
834, 18130
835, 18128
836, 18126
837, 18124
838, 18122
839, 18120
840, 18118
841, 18116
842, 18114
843, 18112
844, 18110
845, 18108
846, 18106
847, 18104
848, 18102
849, 18100
850, 18098
851, 18096
852, 18094
853, 18092
854, 18090
855, 18088
856, 18086
857, 18084
858, 18082
859, 18080
860, 18078
861, 18076
862, 18074
863, 18072
864, 18070
865, 18068
866, 18065
867, 18063
868, 18061
869, 18059
870, 18057
871, 18055
872, 18047
873, 18047
874, 18040
875, 18038
876, 18037
877, 18030
878, 18029
879, 18028
880, 18024
881, 18018
882, 18016
883, 18014
884, 18012
885, 18010
886, 18008
887, 18006
888, 18004
889, 18002
890, 18000
891, 17998
892, 17996
893, 17994
894, 17992
895, 17990
896, 17988
897, 17986
898, 17981
899, 17976
900, 17974
901, 17972
902, 17969
903, 17964
904, 17963
905, 17958
906, 17953
907, 17948
908, 17943
909, 17938
910, 17934
911, 17933
912, 17932
913, 17931
914, 17928
915, 17925
916, 17921
917, 17917
918, 17913
919, 17909
920, 17905
921, 17901
922, 17897
923, 17893
924, 17892
925, 17891
926, 17890
927, 17886
928, 17885
929, 17881
930, 17877
931, 17873
932, 17871
933, 17870
934, 17869
935, 17865
936, 17861
937, 17857
938, 17853
939, 17849
940, 17845
941, 17841
942, 17837
943, 17833
944, 17829
945, 17825
946, 17821
947, 17819
948, 17815
949, 17811
950, 17807
951, 17803
952, 17799
953, 17797
954, 17796
955, 17795
956, 17791
957, 17787
958, 17783
959, 17779
960, 17775
961, 17771
962, 17767
963, 17763
964, 17759
965, 17757
966, 17756
967, 17755
968, 17754
969, 17752
970, 17750
971, 17748
972, 17746
973, 17744
974, 17740
975, 17738
976, 17737
977, 17734
978, 17733
979, 17733
980, 17732
981, 17730
982, 17729
983, 17726
984, 17725
985, 17722
986, 17721
987, 17718
988, 17716
989, 17715
990, 17714
991, 17712
992, 17710
993, 17708
994, 17706
995, 17706
996, 17704
997, 17702
998, 17700
999, 17699
1000, 17698
1001, 17695
1002, 17694
1003, 17691
1004, 17689
1005, 17687
1006, 17686
1007, 17684
1008, 17682
1009, 17679
1010, 17678
1011, 17677
1012, 17675
1013, 17673
1014, 17670
1015, 17669
1016, 17668
1017, 17667
1018, 17664
1019, 17663
1020, 17660
1021, 17658
1022, 17656
1023, 17652
1024, 17651
1025, 17649
1026, 17647
1027, 17645
1028, 17644
1029, 17642
1030, 17640
1031, 17638
1032, 17636
1033, 17634
1034, 17632
1035, 17629
1036, 17626
1037, 17623
1038, 17620
1039, 17617
1040, 17614
1041, 17611
1042, 17608
1043, 17605
1044, 17604
1045, 17601
1046, 17601
1047, 17598
1048, 17595
1049, 17595
1050, 17592
1051, 17589
1052, 17586
1053, 17583
1054, 17580
1055, 17577
1056, 17574
1057, 17571
1058, 17568
1059, 17565
1060, 17562
1061, 17559
1062, 17556
1063, 17553
1064, 17550
1065, 17547
1066, 17544
1067, 17541
1068, 17538
1069, 17535
1070, 17532
1071, 17529
1072, 17526
1073, 17523
1074, 17520
1075, 17518
1076, 17517
1077, 17514
1078, 17511
1079, 17510
1080, 17508
1081, 17507
1082, 17504
1083, 17501
1084, 17498
1085, 17495
1086, 17492
1087, 17489
1088, 17486
1089, 17485
1090, 17483
1091, 17481
1092, 17478
1093, 17475
1094, 17472
1095, 17469
1096, 17466
1097, 17463
1098, 17460
1099, 17457
1100, 17454
1101, 17451
1102, 17448
1103, 17445
1104, 17442
1105, 17439
1106, 17436
1107, 17433
1108, 17430
1109, 17427
1110, 17424
1111, 17421
1112, 17418
1113, 17415
1114, 17412
1115, 17409
1116, 17406
1117, 17405
1118, 17402
1119, 17399
1120, 17396
1121, 17395
1122, 17392
1123, 17389
1124, 17386
1125, 17383
1126, 17380
1127, 17377
1128, 17374
1129, 17371
1130, 17370
1131, 17367
1132, 17364
1133, 17361
1134, 17358
1135, 17355
1136, 17352
1137, 17349
1138, 17346
1139, 17346
1140, 17343
1141, 17340
1142, 17337
1143, 17334
1144, 17331
1145, 17328
1146, 17325
1147, 17322
1148, 17319
1149, 17316
1150, 17313
1151, 17310
1152, 17307
1153, 17304
1154, 17301
1155, 17298
1156, 17295
1157, 17292
1158, 17291
1159, 17290
1160, 17289
1161, 17286
1162, 17283
1163, 17280
1164, 17277
1165, 17274
1166, 17271
1167, 17268
1168, 17265
1169, 17262
1170, 17259
1171, 17256
1172, 17253
1173, 17250
1174, 17247
1175, 17246
1176, 17243
1177, 17240
1178, 17237
1179, 17235
1180, 17233
1181, 17231
1182, 17229
1183, 17227
1184, 17225
1185, 17223
1186, 17221
1187, 17219
1188, 17217
1189, 17215
1190, 17213
1191, 17211
1192, 17209
1193, 17207
1194, 17205
1195, 17203
1196, 17201
1197, 17199
1198, 17197
1199, 17195
1200, 17193
1201, 17191
1202, 17189
1203, 17187
1204, 17185
1205, 17183
1206, 17181
1207, 17179
1208, 17177
1209, 17175
1210, 17173
1211, 17171
1212, 17169
1213, 17167
1214, 17165
1215, 17163
1216, 17161
1217, 17159
1218, 17157
1219, 17153
1220, 17151
1221, 17149
1222, 17147
1223, 17145
1224, 17143
1225, 17141
1226, 17139
1227, 17137
1228, 17135
1229, 17133
1230, 17131
1231, 17129
1232, 17127
1233, 17125
1234, 17123
1235, 17121
1236, 17119
1237, 17116
1238, 17114
1239, 17112
1240, 17110
1241, 17108
1242, 17106
1243, 17104
1244, 17102
1245, 17100
1246, 17098
1247, 17096
1248, 17094
1249, 17092
1250, 17090
1251, 17088
1252, 17086
1253, 17084
1254, 17082
1255, 17080
1256, 17078
1257, 17076
1258, 17074
1259, 17072
1260, 17070
1261, 17068
1262, 17066
1263, 17064
1264, 17062
1265, 17060
1266, 17058
1267, 17056
1268, 17054
1269, 17052
1270, 17050
1271, 17048
1272, 17046
1273, 17044
1274, 17042
1275, 17040
1276, 17038
1277, 17036
1278, 17034
1279, 17032
1280, 17030
1281, 17028
1282, 17026
1283, 17024
1284, 17022
1285, 17020
1286, 17018
1287, 17016
1288, 17014
1289, 17012
1290, 17010
1291, 17008
1292, 17006
1293, 17004
1294, 17002
1295, 17000
1296, 16998
1297, 16996
1298, 16994
1299, 16992
1300, 16990
1301, 16988
1302, 16986
1303, 16984
1304, 16982
1305, 16980
1306, 16978
1307, 16976
1308, 16974
1309, 16972
1310, 16970
1311, 16968
1312, 16966
1313, 16964
1314, 16962
1315, 16960
1316, 16958
1317, 16956
1318, 16954
1319, 16952
1320, 16950
1321, 16948
1322, 16946
1323, 16944
1324, 16942
1325, 16940
1326, 16938
1327, 16936
1328, 16934
1329, 16932
1330, 16930
1331, 16928
1332, 16926
1333, 16924
1334, 16922
1335, 16920
1336, 16918
1337, 16916
1338, 16914
1339, 16912
1340, 16910
1341, 16908
1342, 16905
1343, 16903
1344, 16901
1345, 16899
1346, 16897
1347, 16895
1348, 16893
1349, 16891
1350, 16889
1351, 16887
1352, 16885
1353, 16883
1354, 16881
1355, 16879
1356, 16877
1357, 16875
1358, 16873
1359, 16871
1360, 16869
1361, 16867
1362, 16865
1363, 16863
1364, 16861
1365, 16859
1366, 16857
1367, 16855
1368, 16853
1369, 16851
1370, 16849
1371, 16847
1372, 16845
1373, 16843
1374, 16841
1375, 16839
1376, 16837
1377, 16835
1378, 16833
1379, 16831
1380, 16829
1381, 16827
1382, 16825
1383, 16823
1384, 16821
1385, 16819
1386, 16817
1387, 16815
1388, 16813
1389, 16811
1390, 16809
1391, 16807
1392, 16805
1393, 16803
1394, 16801
1395, 16799
1396, 16797
1397, 16795
1398, 16793
1399, 16791
1400, 16789
1401, 16787
1402, 16785
1403, 16783
1404, 16781
1405, 16779
1406, 16777
1407, 16775
1408, 16773
1409, 16771
1410, 16769
1411, 16767
1412, 16765
1413, 16762
1414, 16760
1415, 16758
1416, 16756
1417, 16754
1418, 16752
1419, 16750
1420, 16748
1421, 16746
1422, 16744
1423, 16742
1424, 16740
1425, 16738
1426, 16736
1427, 16734
1428, 16732
1429, 16730
1430, 16728
1431, 16726
1432, 16724
1433, 16722
1434, 16720
1435, 16718
1436, 16716
1437, 16714
1438, 16712
1439, 16710
1440, 16708
1441, 16706
1442, 16704
1443, 16702
1444, 16700
1445, 16698
1446, 16696
1447, 16694
1448, 16692
1449, 16690
1450, 16688
1451, 16686
1452, 16684
1453, 16682
1454, 16680
1455, 16678
1456, 16676
1457, 16674
1458, 16672
1459, 16669
1460, 16667
1461, 16665
1462, 16663
1463, 16661
1464, 16659
1465, 16657
1466, 16655
1467, 16653
1468, 16651
1469, 16649
1470, 16647
1471, 16645
1472, 16643
1473, 16641
1474, 16639
1475, 16637
1476, 16635
1477, 16633
1478, 16631
1479, 16629
1480, 16627
1481, 16625
1482, 16623
1483, 16621
1484, 16619
1485, 16617
1486, 16615
1487, 16613
1488, 16611
1489, 16609
1490, 16607
1491, 16605
1492, 16603
1493, 16601
1494, 16599
1495, 16597
1496, 16595
1497, 16593
1498, 16591
1499, 16589
1500, 16587
1501, 16585
1502, 16583
1503, 16581
1504, 16579
1505, 16577
1506, 16575
1507, 16573
1508, 16571
1509, 16569
1510, 16567
1511, 16565
1512, 16563
1513, 16561
1514, 16559
1515, 16557
1516, 16555
1517, 16553
1518, 16551
1519, 16549
1520, 16547
1521, 16545
1522, 16543
1523, 16541
1524, 16539
1525, 16537
1526, 16535
1527, 16533
1528, 16531
1529, 16529
1530, 16527
1531, 16525
1532, 16523
1533, 16521
1534, 16519
1535, 16517
1536, 16515
1537, 16513
1538, 16511
1539, 16509
1540, 16507
1541, 16505
1542, 16503
1543, 16501
1544, 16499
1545, 16497
1546, 16495
1547, 16493
1548, 16491
1549, 16489
1550, 16487
1551, 16485
1552, 16483
1553, 16481
1554, 16479
1555, 16477
1556, 16475
1557, 16473
1558, 16471
1559, 16469
1560, 16467
1561, 16465
1562, 16463
1563, 16461
1564, 16459
1565, 16457
1566, 16455
1567, 16453
1568, 16451
1569, 16449
1570, 16447
1571, 16445
1572, 16443
1573, 16441
1574, 16439
1575, 16437
1576, 16435
1577, 16433
1578, 16431
1579, 16429
1580, 16427
1581, 16425
1582, 16423
1583, 16421
1584, 16419
1585, 16417
1586, 16414
1587, 16412
1588, 16410
1589, 16408
1590, 16406
1591, 16404
1592, 16402
1593, 16399
1594, 16397
1595, 16395
1596, 16393
1597, 16391
1598, 16389
1599, 16387
1600, 16385
1601, 16383
1602, 16381
1603, 16379
1604, 16377
1605, 16375
1606, 16373
1607, 16371
1608, 16369
1609, 16367
1610, 16365
1611, 16363
1612, 16361
1613, 16359
1614, 16357
1615, 16355
1616, 16353
1617, 16351
1618, 16349
1619, 16347
1620, 16345
1621, 16343
1622, 16341
1623, 16339
1624, 16337
1625, 16335
1626, 16333
1627, 16331
1628, 16329
1629, 16327
1630, 16325
1631, 16323
1632, 16321
1633, 16319
1634, 16317
1635, 16315
1636, 16313
1637, 16311
1638, 16309
1639, 16307
1640, 16305
1641, 16303
1642, 16301
1643, 16299
1644, 16297
1645, 16295
1646, 16293
1647, 16291
1648, 16289
1649, 16287
1650, 16284
1651, 16282
1652, 16280
1653, 16278
1654, 16276
1655, 16274
1656, 16272
1657, 16270
1658, 16268
1659, 16266
1660, 16264
1661, 16262
1662, 16260
1663, 16258
1664, 16256
1665, 16254
1666, 16252
1667, 16250
1668, 16248
1669, 16246
1670, 16244
1671, 16242
1672, 16240
1673, 16238
1674, 16236
1675, 16234
1676, 16232
1677, 16230
1678, 16228
1679, 16226
1680, 16224
1681, 16222
1682, 16220
1683, 16218
1684, 16216
1685, 16214
1686, 16212
1687, 16210
1688, 16208
1689, 16206
1690, 16204
1691, 16202
1692, 16200
1693, 16198
1694, 16196
1695, 16194
1696, 16192
1697, 16192
1698, 16190
1699, 16188
1700, 16186
1701, 16184
1702, 16181
1703, 16179
1704, 16177
1705, 16175
1706, 16173
1707, 16171
1708, 16169
1709, 16167
1710, 16166
1711, 16164
1712, 16162
1713, 16159
1714, 16157
1715, 16155
1716, 16153
1717, 16151
1718, 16150
1719, 16148
1720, 16146
1721, 16144
1722, 16142
1723, 16140
1724, 16138
1725, 16136
1726, 16134
1727, 16132
1728, 16130
1729, 16128
1730, 16126
1731, 16124
1732, 16122
1733, 16120
1734, 16118
1735, 16116
1736, 16114
1737, 16113
1738, 16111
1739, 16109
1740, 16108
1741, 16106
1742, 16106
1743, 16104
1744, 16102
1745, 16100
1746, 16097
1747, 16097
1748, 16094
1749, 16092
1750, 16090
1751, 16087
1752, 16085
1753, 16082
1754, 16080
1755, 16077
1756, 16074
1757, 16072
1758, 16069
1759, 16067
1760, 16065
1761, 16063
1762, 16060
1763, 16058
1764, 16055
1765, 16053
1766, 16051
1767, 16049
1768, 16046
1769, 16044
1770, 16043
1771, 16042
1772, 16041
1773, 16039
1774, 16037
1775, 16035
1776, 16032
1777, 16029
1778, 16026
1779, 16023
1780, 16020
1781, 16017
1782, 16014
1783, 16013
1784, 16012
1785, 16009
1786, 16006
1787, 16003
1788, 16000
1789, 15997
1790, 15995
1791, 15994
1792, 15992
1793, 15990
1794, 15988
1795, 15986
1796, 15985
1797, 15985
1798, 15983
1799, 15982
1800, 15980
1801, 15979
1802, 15977
1803, 15975
1804, 15974
1805, 15972
1806, 15970
1807, 15968
1808, 15966
1809, 15966
1810, 15964
1811, 15962
1812, 15962
1813, 15960
1814, 15958
1815, 15958
1816, 15959
1817, 15957
1818, 15955
1819, 15957
1820, 15955
1821, 15953
1822, 15955
1823, 15953
1824, 15951
1825, 15949
1826, 15947
1827, 15945
1828, 15943
1829, 15944
1830, 15943
1831, 15941
1832, 15942
1833, 15941
1834, 15940
1835, 15938
1836, 15938
1837, 15936
1838, 15934
1839, 15932
1840, 15931
1841, 15930
1842, 15929
1843, 15927
1844, 15928
1845, 15926
1846, 15926
1847, 15924
1848, 15922
1849, 15920
1850, 15918
1851, 15916
1852, 15914
1853, 15913
1854, 15911
1855, 15910
1856, 15908
1857, 15907
1858, 15906
1859, 15905
1860, 15903
1861, 15901
1862, 15899
1863, 15897
1864, 15895
1865, 15893
1866, 15891
1867, 15891
1868, 15889
1869, 15889
1870, 15887
1871, 15885
1872, 15884
1873, 15884
1874, 15882
1875, 15882
1876, 15882
1877, 15881
1878, 15879
1879, 15877
1880, 15875
1881, 15876
1882, 15874
1883, 15874
1884, 15872
1885, 15870
1886, 15869
1887, 15869
1888, 15868
1889, 15866
1890, 15864
1891, 15862
1892, 15862
1893, 15860
1894, 15858
1895, 15856
1896, 15854
1897, 15854
1898, 15852
1899, 15850
1900, 15848
1901, 15846
1902, 15845
1903, 15843
1904, 15841
1905, 15840
1906, 15838
1907, 15837
1908, 15836
1909, 15835
1910, 15836
1911, 15834
1912, 15832
1913, 15831
1914, 15829
1915, 15829
1916, 15828
1917, 15827
1918, 15826
1919, 15824
1920, 15823
1921, 15822
1922, 15820
1923, 15819
1924, 15818
1925, 15817
1926, 15816
1927, 15815
1928, 15814
1929, 15812
1930, 15811
1931, 15811
1932, 15810
1933, 15809
1934, 15808
1935, 15807
1936, 15806
1937, 15805
1938, 15804
1939, 15803
1940, 15802
1941, 15802
1942, 15801
1943, 15800
1944, 15799
1945, 15799
1946, 15798
1947, 15798
1948, 15797
1949, 15796
1950, 15797
1951, 15796
1952, 15795
1953, 15794
1954, 15793
1955, 15793
1956, 15792
1957, 15791
1958, 15790
1959, 15787
1960, 15785
1961, 15785
1962, 15784
1963, 15783
1964, 15782
1965, 15781
1966, 15780
1967, 15779
1968, 15778
1969, 15777
1970, 15776
1971, 15775
1972, 15772
1973, 15770
1974, 15768
1975, 15767
1976, 15766
1977, 15765
1978, 15764
1979, 15762
1980, 15761
1981, 15758
1982, 15757
1983, 15756
1984, 15755
1985, 15752
1986, 15750
1987, 15748
1988, 15747
1989, 15748
1990, 15747
1991, 15748
1992, 15746
1993, 15745
1994, 15745
1995, 15744
1996, 15742
1997, 15740
1998, 15738
1999, 15736
2000, 15736
2001, 15734
2002, 15732
2003, 15731
2004, 15729
2005, 15728
2006, 15726
2007, 15725
2008, 15723
2009, 15721
2010, 15720
2011, 15718
2012, 15716
2013, 15715
2014, 15713
2015, 15712
2016, 15710
2017, 15709
2018, 15707
2019, 15706
2020, 15704
2021, 15702
2022, 15701
2023, 15699
2024, 15698
2025, 15695
2026, 15693
2027, 15691
2028, 15689
2029, 15687
2030, 15685
2031, 15683
2032, 15682
2033, 15680
2034, 15679
2035, 15677
2036, 15675
2037, 15673
2038, 15672
2039, 15670
2040, 15667
2041, 15665
2042, 15664
2043, 15662
2044, 15660
2045, 15658
2046, 15656
2047, 15654
2048, 15652
2049, 15652
2050, 15649
2051, 15647
2052, 15645
2053, 15643
2054, 15641
2055, 15640
2056, 15639
2057, 15638
2058, 15638
2059, 15637
2060, 15636
2061, 15634
2062, 15634
2063, 15632
2064, 15631
2065, 15630
2066, 15627
2067, 15626
2068, 15625
2069, 15622
2070, 15621
2071, 15620
2072, 15619
2073, 15618
2074, 15619
2075, 15620
2076, 15620
2077, 15617
2078, 15617
2079, 15617
2080, 15616
2081, 15615
2082, 15614
2083, 15613
2084, 15613
2085, 15612
2086, 15612
2087, 15610
2088, 15609
2089, 15608
2090, 15607
2091, 15604
2092, 15603
2093, 15602
2094, 15601
2095, 15599
2096, 15599
2097, 15598
2098, 15596
2099, 15595
2100, 15593
2101, 15592
2102, 15591
2103, 15590
2104, 15588
2105, 15587
2106, 15586
2107, 15586
2108, 15585
2109, 15584
2110, 15583
2111, 15582
2112, 15581
2113, 15578
2114, 15577
2115, 15577
2116, 15578
2117, 15578
2118, 15577
2119, 15576
2120, 15575
2121, 15574
2122, 15574
2123, 15573
2124, 15572
2125, 15572
2126, 15572
2127, 15571
2128, 15570
2129, 15568
2130, 15567
2131, 15566
2132, 15564
2133, 15565
2134, 15564
2135, 15566
2136, 15564
2137, 15564
2138, 15564
